"name","description","salary","publication_date","region_name","employer","main_skills","work_experience","work_schedule","id"
"bi, data аналитик (стажер)","если ты …  выпускник или студент старших курсов высшего образования по специальностям - информатика, прикладная математика, экономика, бизнес-информатика или подобные; знаешь sql и работал с bi-дашбордами; знаешь немного python (хотя бы на уровне написания несложных скриптов); любишь интересные практические задачи;  смело отправляй резюме! про нас: - российский стартап с серьезными международными амбициями. задача в течение 2х-3х лет захватить 25% рынка европы. сейчас только стартуем - поэтому вакансия анонимная. - разрабатываем аналитические решения для транспортной индустрии; - небольшая команда профессионалов; - в течение 2х лет рассматриваем возможность полной релокации в европу;   обязанности:  разработка dashboard аналитического сервиса, связанного с аналитикой пассажирских потоков разработка sql запросов, построение витрин данных; работа с данными: подготовка, загрузка, очистка; тестирование имитационной модели; участие в pre-sale, взаимодействие с заказчиком;    требования:  незаконченные высшее образование тех. профиля (математическое, техническое, информатика, экономика, статистика и т.д.) знание sql; знание одного из bi инструментов (superset, ms powerbi, qlik, tableu или аналоги); знание python (хотя бы на уровне написания несложных скриптов); умение работать с git (github/gitlab), jira/youtrack; чувство прекрасного )) знание английского - хотя бы на уровне b1-b2 (чтение/написание документации);    условия: на период стажировки (6-12 месяцев):  зарплата 30 000 рублей в месяц при полной рабочей неделе 40ч; полностью удаленный режим работы; возможность работать не полную рабочую неделю. минимум 25ч. при выработке меньше 40ч - зарплата уменьшается пропорционально; график работы - гибкий (необходимо согласовывать с руководителем когда ты будешь на связи). можно работать вечерами и по выходным; ежедневный созвон по статусу в 8.30 утра. на 20 минут, дальше все расходятся заниматься своими делами. 1-2 раза в неделю, по согласованию с руководителем, можно пропустить (при неполной неделе). город проживания значения не имеет; официальное оформление по договору гпх; регулярные выплаты зарплаты 2 раза в месяц;    после стажировки (после 12 месяцев)  оформление в штат компании; зарплата - по результатам стажировки;    как проходит отбор и собеседование в назначенное время созваниваемся в google meet и решаем тестовые задачки. задачки алгоритмические (на sql и python). задачки примерно уровня leetcode (easy / medium). решение должно быть написано в режиме whiteboard (любой текстовый редактор, без подсветки синтаксиса). решение надо написать, объяснить, рассказать про сложность алгоритма, постараться оптимизировать. по результатам собеседования будет еще небольшое тестовое задание. если все ок - в течение суток присылаем оффер, и подписываем договор.",30000,2024-01-23,москва,"Новый стартап, решения для транспорта",разработка bi;анализ данных;анализ данных;dwh;postgresql;microsoft power bi;python;qlik sense;qlik sense;sql;tableau;анализ данных;управление базами данных;имитационное моделирование;информационная грамотность,"0",удаленная работа,44
аналитик данныхспециалист по поиску информации в сети интернет,"российская молодая и перспективная организация, где современные it-решения и четкость рабочих процессов соединяются, чтобы предоставлять безупречный сервис для своих клиентов. главная цель - актуализация существующих данных, поддержка их качества и пополнение базы данных. что предстоит делать: - проверка контрагентов на основе информации в сети интернет, базам данных. - анализ кредитоспособности и финансового положения страхователей, заёмщиков. - подготовка обоснованных заключений (справок) о финансовом состоянии проверяемых физических и юридических лиц. - работа в режиме многозадачности. - работа с большим объемом информации. что требуется: - опыт работы по проведению анализа финансово-хозяйственной деятельности – будет вашим преимуществом. - пользователь пк на уровне продвинутого пользователя (работас публичными web-сервисами, базами данных). - поиск информации в сети интернет, накопление и обработка информации в структурированном виде, подготовка справок, отчетов, заключений. - ответственность, чёткость выполнения поставленных задач, кропотливость, креативный подход к сбору информации, гибкий ум, быстрое принятие решений и обучаемость. - умение найти, получить, собрать и проанализировать информацию. - умение правильно формулировать необходимые запросы. - аналитический склад ума и развитое логическое мышление. умеете четко отделить главное от второстепенного. - концентрация на деталях и въедливость. - стремление докопаться до истины. - рассудительный, внимательный, самоорганизованный. - любопытный и наличие исследовательской жилки. - ориентация на результат что у нас есть для вас: - работа в гибридном (1-2 дня офис и остальное время удаленно) или в удаленном формате. - техническое обеспечение работы. - стабильный доход, условия обсуждаются индивидуально, с успешными кандидатами. - график 5/2 или индивидуальный подход к каждому кандидату. - работа в команде профессионалов. - мы предоставляем вам все инструменты для комфортной и результативной работы.",50000,2024-01-24,москва,АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ИНСТИТУТ ПРАВОВЫХ ТЕХНОЛОГИЙ,аналитическое мышление;управление базами данных;коммуникативная грамотность;коммуникативная грамотность;обеспечение информационной безопасности;информационная грамотность;информационная грамотность;управление базами данных;информационная грамотность;информационная грамотность;статистическая обработка данных;самоорганизованность,"1-3",гибкий график,45
аналитик bi,"компания «астор» с 2000 года занимается разработкой и внедрением высокотехнологичных программных продуктов для автоматизации розничной торговли. цифровая экосистема продуктов компании включает в себя решения класса erp, ecommerce, scm, loyalty&amp;crm, shelfspace, wms, tms, analytics. “астор” — отраслевой лидер. мы следим за технологическими трендами, и активно применяем современные технологии (ai, ml, bigdata, mobile, web и тд), чтобы помочь нашим клиентам повысить эффективность своих операций. чем нужно знаниматься:  формализация требований заказчиков в виде историй взаимодействия с данными; прототипирование отчетов и информационных панелей; разработка отчетов и информационных панелей для различных функциональных областей; конфигурация семантического слоя bi-решения; поддержка глоссария бизнес-терминов;сопровождение клиентских проектов.  чего мы ждем от тебя:  опыт в качестве bi аналитика от 2-х лет; опыт проектирования и разработки отчетов под требования заказчиков; опыт конфигурации семантического слоя bi; навыки работы с различными bi-решениями; свободное владение sql; базовые знания баз данных; владение mdx; умение объяснять и адаптировать сложные системы и технические термины к ясной лаконичной форме; умение коммуницировать с командой, планировать задачи; английский язык на уровне b2 или выше.  будет преимуществом :  знание процессов розничных компаний; сильное техническое или математическое образование (мфти, мгту, вшэ, мгу, мифи и др.); достижения по итогам участия в олимпиадах по техническим дисциплинам (математика, программирование, физика). опыт участия в проектах по созданию и развитию аналитических решений.  что мы предлагаем:  работу в аккредитованной it-компании оформление по тк рф прозрачную систему финансовой мотивации наставничество и обмен опытом перспективы профессионального и карьерного роста возможность выбрать комфортный режим работы: гибридный, удаленный, в офисе возможна удаленная работа из-за границы, в том числе из турции, грузии, армении, казахстан, узбекистан и др. график работы - гибкий, с учетом часовых поясов дружественная рабочая атмосфера и комфортная коммуникация с руководителем.       ",200000,2024-03-11,москва,Астор,разработка bi;sql;знание английского языка;управление базами данных;коммуникативная грамотность,"0",удаленная работа,73
"middle golang engineer, аналитика","mpboost - первая в россии платформа для продвижения на маркетплейсах (wildberries, ozon), работающая на рынке e-commerce более 3-лет. наш опыт и экспертность помогает компаниям в товарном деле экспоненциально расти и масштабировать возможности своего бизнеса. мы стремимся сделать лучший it сервис используя актуальные технологии и современные подходы к разработке. на сегодняшний день, нашими продуктами пользуются более 100 тыс. человек и мы являемся аккредитованными резидентами сколково. сейчас мы в поиске коллеги golang developer в продуктовую команду аналитики. в аналитике мы собираем большое количество публично доступных данных, делаем из них выводы и помогаем поставщикам принимать решение с выходом того или иного товара на маркетплейсы. как мы работаем:   пишем на последних версиях go;   используем nats для внутренних очередей, а grpc для межсервисного взаимодействия;   clickhouse в качестве основной субд, redis, postgresql;   все приложения упакованы в docker и деплоятся нажатием кнопки;   все pull request проходят code review;   участвуем в разработке и проектировании архитектурных решений, а также в реализации бизнес решений.   вам предстоит:   разработка быстрых и масштабируемых парсеров;   работать со сбором больших данных в dwh;   проектировать api и swagger для доступа к ним;   проводить code review, писать автотесты и техническую документацию.   мы ожидаем, что вы:   имеете опыт работы с go не менее 2-х лет;   знаете разница между postgresql и clickhouse;   понимаете принципы масштабируемости и оптимизации производительности;   имеете опыт работы в большой команде (более 3-4 человек).   мы предлагаем:   динамично и быстро развивающийся бизнес, ресурсы, возможность сделать вместе лучший продукт на рынке e-commerce;   работу в аккредитованной it компании с белой зарплатой;   онлайн-курсы для повышения квалификации, конференции, митапы;   достойный уровень заработной платы;   гибкое начало рабочего дня и возможность работать в удаленном формате.   самая большая ценность компании mpboost — это наша команда",200000,2024-02-05,москва,MPBoost,clickhouse;golang;postgresql;анализ данных;управление базами данных;разработка программного обеспечения,"1-3",удаленная работа,237
аналитик (больших данных),"требования к кандидатам: высшее профессиональное образование  уверенные навыки работы с sql, pl/sql, python; аналитический склад ума, ответственность, самостоятельность, критичность мышления, умение работать в команде и на результат; позитивное отношение и стрессоустойчивость;   коммуникабельность;   знания статистики, линейной алгебры, теории вероятностей; способность оперативно формировать необходимые аналитические выводы, умение аргументировать свою точку зрения, оперируя выводами и фактами; способность работать в условиях неопределенности и многозадачности.  дополнительным преимуществом будет наличие портфолио: скриншоты или макеты дашбордов, примеры технических заданий и т.д.   что вы будете делать:  анализировать данные в единой государственной информационной системе в сфере здравоохранения новосибирской области; работать в etl-системе «монитор управления отраслью здравоохранения новосибирской области» формировать выборки данных по различным запросам, проводить подготовку данных (извлечение, проверка и очистка больших объемов данных из гетерогенных источников; агрегация и разработка представления больших объемов данных из гетерогенных источников); проводить мероприятия по повышению качества данных; моделировать и разрабатывать дашборды, дизайн и компоновку экранов; разрабатывать требования к датасетам и ставить задачи разработчикам; осуществлять ведение проектов, связанных с анализом и предоставлением данных.  мы будем рады, если вы:  не боитесь осваивать новые технологии; знаете bpmn или uml; имеете опыт разработки дашбордов; имеете опыт руководства проектами.  условия:  работа в государственной аккредитованной it-компании, молодой коллектив, офис в центре города, рабочее место оборудовано современной техникой, наличие кухонной зоны в офисе, график работы 5/2, дополнительный оплачиваемый отпуск, официальное трудоустройство в соответствии с тк рф, возможность обучения, профессионального развития.  уважаемый соискатель! если вы считаете, что вашего опыта недостаточно, не стесняйтесь отправлять нам резюме. вполне возможно, что для вас у нас тоже найдутся задачи  ваше резюме после отклика сразу попадает в обработку.  срок рассмотрения резюме до 5 рабочих дней.  если вам не перезвонили, то в настоящий момент мы не готовы пригласить вас на дальнейшее интервью, но мы внимательно знакомимся с вашим резюме и, возможно, вернемся к вашей кандидатуре, когда у нас возникнет такая потребность.",65000,2024-01-11,новосибирская область,ГБУЗ НСО МИАЦ,bpmn;oracle database;python;sql;uml,"1-3",полный день,273
ведущий инженер аналитического управления (bi-аналитик),"обязанности:  финансовое моделирование, анализ финансовых показателей в excel и ms power bi. взаимодействие с заказчиками и конечными пользователями по разработке визуализированной отчетности. сбор требований, оформление задач для доработок и доработка текущей bi-отчетности. проведение ad-hoc анализа данных по запросу менеджмента и топ-менеджмента компании. умение и опыт ставить задачу на формирование источников данных как разработчикам систем, так и dataenginer-ам проведение анализа данных: чувствительность, корреляция, сценарный анализ, анализ факторов влияния, прогнозирование, и др. работа с большими объёмами данных: проверка корректности и качества, структурирование и обработка. согласование прототипов отчетов с конечными пользователями. уточнение и формализация требований с заказчиками к разрабатываемым решениям. создание и ведение документации (тз, создание макетов и прототипов решений). коммуникация со смежными подразделениями компании, участие в различных проектах по развитию бизнеса. унификация и формализация метрик между различными подразделениями. определение связей и зависимостей между бизнес-сущностями различных информационных систем. создание автоматизированных дашбордов с использованием bi-инструментов (ms power bi). подготовка выводов, гипотез и рекомендаций посредством графиков, таблиц и создания законченных презентаций.  требования:  высшее профессиональное (техническое / финансовое / экономическое) образование. стаж работы в аналогичной должности от 2 лет. продвинутые навыки проектирования, формирования и разработки пользовательских дашбордов и отчетов в ms power bi. продвинутые навыки работы с ms powerpoint (создание презентаций), ms excel (сводные таблицы, разработка и тестирование финансовых моделей и т.д.). знание sql различных диалектов ms sql,pgsql, mysql . уверенное знание python в части библиотек pandas, numpy, matplotlib и т.д. для анализа, очистки, преобразования и визуализации данных. умение работать с большим объемом данных из различных источников, проверять их корректность и качество, структурировать и обрабатывать их. понимание важности обеспечения высокого качества данных для построения аналитики. хорошие коммуникативные и презентационные навыки. способность визуализировать и презентовать данные. умение работать в команде. способность предлагать решения и воплощать их в жизнь. ответственность, исполнительность, аккуратность. готовность к работе в условиях быстро меняющейся среды, готовность к обучению новым технологиям и методам анализа данных.  условия:   льготные условия добровольного медицинского страхования (на условиях софинансирования, предоставляются после прохождения испытательного срока);   возможность компенсации затрат на обучение по программам обязательного обучения и повышения квалификации согласно корпоративным условиям (тренинги, семинары и т. д.);   иные виды компенсаций и льгот, предусмотренные локальными нормативными актами общества;  питание в собственной столовой; корпоративный фитнес клуб; для детей (работников компании) предоставляются путевки в корпоративный лагерь; место работы: рублево- успенское шоссе, 1-й километр, 1б. график работы : 5/2 с 09.00-18.00, пятница : 09.00-16.45. корпоративный транспорт от станции метро парк победы.   ",185000,2024-01-26,москва,Мособлгаз,microsoft power bi;python;sql,"1-3",полный день,367
bi аналитик,"компания ntech на рынке с 2013 года, и на данный момент является одной из ведущих исследовательских компаний в сегменте товаров народного потребления. в настоящий момент мы ищем в команду аналитик - координатор (участок сбора данных) формат работы: офис (г. королёв)   что будете делать:  выявление проблем работе участка и написание процессов для их решения внесение соответствующей информации в базы данных настройка статистических отчетов по факту работы участка разработка проектной документации: функциональные и проектные решения постановка задач команде участка контроль за соблюдением сроков всеми участниками проекта информирование прочих отделов о значимых изменениях в работе участка участие во всех переговорах по новым проектам  что мы от вас ждем:​​  образование: бакалавриат или высшее техническое, экономическое или финансовое образование уверенный пользователь пк и ms office (особенно важно знание excel на уровне продвинутого пользователя) навыки работы с базами данных базовые знания sql навыки делового общения и письма опыт работы с bi системами (tibco spotfire, power bi, tableau, qlikview(sense)) будет существенным преимуществом ориентация на результат, внимательность к деталям  мы ищем командного игрока, готового расшевелить всех вокруг для выполнения поставленной задачи.   мы предлагаем:  официальное трудоустройство по тк рф доход: от 80 000 + ежеквартальная выплата kpi после прохождения испытательного срока. дмс со стоматологией после испытательного срока тимбилдинги, совместные праздники и спортивные мероприятия обучение и тренинги совместные походы в музеи, на теплоходные прогулки, квесты за счет компании в офисе есть vr и настолки (при желании можно после работы собраться с коллегами и поиграть) комфортный офис, у нас есть даже качели! молодой коллектив, приятная атмосфера, мы все общаемся на «ты» компания ежегодно растет и в прибыли, и в количестве сотрудников график работы: 5/2 с 9:00 до 18:00 стильный и современный офис в г. королёв мкр-н юбилейный    мы развиваемся все вместе и каждый по отдельности!стань частью команды!    ",100000,2024-02-27,московская область,NTech,microsoft excel;sql;управление базами данных;разработка bi,"1-3",полный день,485
data scientist / аналитик данных middle (удаленно),"мы создаем современные решения для диалога с клиентами. все каналы в одном сервисе: sms, whatsapp, telegram, vk, ok и другие. в данный момент мы в поиске data scientist/ аналитик данных middle. обязанности:  работа с большими объемами данных и инструментами для их обработки и анализа. построение dwh.  что для нас важно:  высшее образование в области математики, статистики, компьютерных наук, инженерии или других связанных дисциплин. несколько лет опыта работы в области анализа данных, с акцентом на работу с базами данных, sql и инструментами для data transfer. необходимо иметь понимание основ программирования для работы с данными на python и/или r. опыт работы с инструментами для работы с данными, такими как jupyter notebook, pandas и numpy, является обязательным. знание elixir и livebook будет значительным приемуществом. sql и базы данных: опыт работы с различными базами данных, особенно postgresql и clickhouse. уверенное знание sql для извлечения, агрегации и обработки данных. статистический анализ: понимание статистических методов и способность применять их для анализа данных, проверки гипотез и выявления закономерностей. умение создавать информативные визуализации данных с использованием библиотек, таких как matplotlib, seaborn, plotly и других. опыт работы с базовыми методами машинного обучения, большими объемами данных и инструментами для их обработки и анализа, например, hadoop, spark и др, дополнительные знания в этой области будут плюсом, но не являются основным требованием. способность эффективно работать в многодисциплинарной команде, взаимодействовать с коллегами, вырабатывать стратегии и находить решения. отличные навыки коммуникации, как письменной, так и устной. умение понятно объяснять сложные концепции коллегам и заказчикам.  что предлагаем:  полностью удаленный формат работы. заработная плата от 120.000 р. до 220.000 р. в месяц на руки. оформление по договору с самозанятым. график 5/2, понедельник-пятница, с 9 до 18:00 по мск. понятные задачи, комфортный коллектив, адекватное руководство.  после того как вы откликнетесь на вакансию: пришлем ссылку на гугл-анкету минут на 20-30.проведем телефонное интервью.далее пригласим на техническое видео-интервью с руководителем it.организуем видео-интервью с собственником компании.",220000,2024-02-12,москва,Лепёхина Лилия Миниахматовна,clickhouse;dwh;devops;python;python;python;postgresql;python;sql;анализ данных;машинное обучение,"1-3",удаленная работа,94
ведущий специалист по работе с базами данных,"обязанности:  управление проектом по внедрению power bi; разработка витрин и моделей данных; разработка отчетов и визуализаций; проведение аналитических исследований, генерация и проверка гипотез; презентация подготовленных отчетов.  требования:  опыт работы с olap кубами; навык разработки отчетов и визуализации; опыт в анализе данных, продуктовой или маркетинговой аналитике; опыт работы и внедрения power bi.  условия:  офис в центре москвы; работа в крупном развивающемся холдинге с перспективами профессионального развития; официальное оформление с первого дня; график работы 5/2. ",170000,2024-01-29,москва,"ЭФКО, Управляющая компания","","3-6",полный день,409
"build-инженер, release-менеджер","обязанности:  планирование релизов в условиях применения гибких методологий разработки по;управление релизами, включая ведение графика релизов, контроль состава релизов, документирование и передача в эксплуатацию релизов;анализ технической и функциональной зависимости задач, работа с командами по согласованию составов релиза;координация процесса и плана проведения системного, интеграционного, приемо-сдаточных испытаний;принятие решения об успешном прохождении релиза этапов утвержденного релизного процесса;организация и контроль работ по внедрению изменений на промышленные среды;    требования:  понимание процесса управления релизами и опыт их применения на практике;знание жизненного цикла программного обеспечения;знание принципов работы систем версионного контроля;опыт работы microsoft team foundation server (желательно);знание sql;работа в gitlab,git;внимательность, ответственность.    условия:  работа в современном и удобном офисе; официальное трудоустройство в соответствии с тк рф; полностью белая зарплата; возможность обучения; добровольное медицинское страхование; гибкий график работы з/п от 60 000,00 в зависимости от уровня профессионализма кандидата ",60000,2024-01-23,санкт-петербург,АЛЬФА-ИНТЕГРАТОР-ИНФОЭНЕРГО,"","1-3",полный день,410
специалист аналитической поддержки,"обязанности:  осуществлять сбор, консолидацию, обработку и проверку данных аналитической отчетности по направлениям деятельности, осуществлять анализ данных, подготавливать необходимые материалы, выводы и предложения по данным аналитики для обеспечения эффективности деятельности руководителя направления; подготавливать презентационные материалы по итогам проведенного анализа данных.  требования:  высшее образование; опыт работы с excel на продвинутом уровне; знание других программ ms office на уровне продвинутого пользователя; опыт применения различных компьютерных программ, универсальных и специальных продуктов с целью сбора, оценки и анализа получаемой информации.  условия:   работа в крупной и стабильной компании, являющейся лидером на рынке почтовых услуг;   официальное оформление согласно трудовому законодательству рф;   оклад 52 000 (+22.000 гарантированная премия)+ ежемесячная премия 30% от оклада при выполнению kpi;   график работы: пн-чт, с 8.30 до 17.30, в пятницу до 16.15;   место расположения: метро адмиралтейская, ул. большая морская, дом 61  ",74000,2024-02-13,санкт-петербург,Почта России,"","1-3",полный день,476
стажер-аналитик bi,"мтс — это мультисервисная цифровая экосистема. мы создаем и развиваем сервисы в сфере мобильной связи, больших данных, искусственного интеллекта, облачного хранения, медиа и финансов — все они делают жизнь людей проще и интереснее. стажировка в мтс — это твой шанс получить реальный опыт в сильной компании. начать можно с любого месяца! ты прокачаешь свои навыки в настоящих проектах и будешь учиться у профессионалов, а по итогам стажировки мы сможем предложить тебе оффер. что будешь делать:  создавать отчеты в power bi и power point; определять ключевые метрики и методологии вместе с продуктовыми командами; автоматизировать сбор данных.  что ждём от тебя:  ты —так же студент или выпускник профильного направления; умеешь красивые и логичные презентации в powerpoint; владеешь excel и умеешь пользоваться функциями vba, dax, m.  будет плюсом, если ты: имеешь опыт работы с power bi. что мы предлагаем:  оформление по трудовому договору в штат компании; полную занятость: 40 часов в неделю; корпоративную сотовую связь; единую подписку мтс premium — kion light в онлайн-кинотеатре kion, сервис мтс music, 30 дней бесплатного пользования подпиской ozon premium; развитие в командах профессионалов — коллеги и наставники всегда готовы делиться опытом.  # мтс # стажировка # аналитика данных # power bi",27000,2024-02-14,нижегородская область,МТС,"","0",полный день,21
